dataset,model,alpha,seed,run_kind,subset_key,warmstart_points,iters_to_best_excl_warmstart,reached_best,best_value_run,best_value_dataset_col,file
Membrane_dataset,RFR,0.1,42,warm,Membrane_dataset_11__llm__m11_seed42_df1702ab23,11,8,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a0p1__seed42__warm__Membrane_dataset_11__llm__m11_seed42_df1702ab23.csv
Membrane_dataset,RFR,0.1,42,warm,Membrane_dataset_15__llm__m15_seed42_bbcf5467ba,13,8,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a0p1__seed42__warm__Membrane_dataset_15__llm__m15_seed42_bbcf5467ba.csv
Membrane_dataset,RFR,0.1,42,warm,Membrane_dataset_16__llm__m16_seed42_e115f41c5c,16,14,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a0p1__seed42__warm__Membrane_dataset_16__llm__m16_seed42_e115f41c5c.csv
Membrane_dataset,RFR,0.1,42,warm,Membrane_dataset_17__llm__m17_seed42_4af24c6ba8,15,3,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a0p1__seed42__warm__Membrane_dataset_17__llm__m17_seed42_4af24c6ba8.csv
Membrane_dataset,RFR,0.1,42,warm,Membrane_dataset_17__llm__m17_seed42_9c8b57fcf3,17,14,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a0p1__seed42__warm__Membrane_dataset_17__llm__m17_seed42_9c8b57fcf3.csv
Membrane_dataset,RFR,0.1,42,warm,Membrane_dataset_27__llm__m27_seed42_850e6aa30d,24,11,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a0p1__seed42__warm__Membrane_dataset_27__llm__m27_seed42_850e6aa30d.csv
Membrane_dataset,RFR,0.1,42,warm,Membrane_dataset_30__llm__m30_seed42_51e38d5e17,27,16,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a0p1__seed42__warm__Membrane_dataset_30__llm__m30_seed42_51e38d5e17.csv
Membrane_dataset,RFR,0.1,42,warm,Membrane_dataset_32__llm__m32_seed42_34cbfba114,30,13,True,277.3861208337041,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a0p1__seed42__warm__Membrane_dataset_32__llm__m32_seed42_34cbfba114.csv
Membrane_dataset,RFR,0.1,42,warm,Membrane_dataset_33__llm__m33_seed42_5e04de632d,30,16,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a0p1__seed42__warm__Membrane_dataset_33__llm__m33_seed42_5e04de632d.csv
Membrane_dataset,RFR,0.1,42,warm,Membrane_dataset_9__llm_e_m9_seed42_8c0b605eef,9,15,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a0p1__seed42__warm__Membrane_dataset_9__llm_e_m9_seed42_8c0b605eef.csv
Membrane_dataset,RFR,0.5,38,warm,Membrane_dataset_15__llm__m15_seed38_50530cedd4,15,17,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a0p5__seed38__warm__Membrane_dataset_15__llm__m15_seed38_50530cedd4.csv
Membrane_dataset,RFR,0.5,38,warm,Membrane_dataset_5__llm_e_m5_seed38_d36ca7d6d8,5,27,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a0p5__seed38__warm__Membrane_dataset_5__llm_e_m5_seed38_d36ca7d6d8.csv
Membrane_dataset,RFR,0.5,39,warm,Membrane_dataset_11__llm__m11_seed39_46b99d51f7,11,26,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a0p5__seed39__warm__Membrane_dataset_11__llm__m11_seed39_46b99d51f7.csv
Membrane_dataset,RFR,0.5,39,warm,Membrane_dataset_13__llm__m13_seed39_e892e58e8a,13,32,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a0p5__seed39__warm__Membrane_dataset_13__llm__m13_seed39_e892e58e8a.csv
Membrane_dataset,RFR,0.5,40,warm,Membrane_dataset_6__llm_e_m6_seed40_021219efc4,6,14,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a0p5__seed40__warm__Membrane_dataset_6__llm_e_m6_seed40_021219efc4.csv
Membrane_dataset,RFR,0.5,40,warm,Membrane_dataset_7__llm_e_m7_seed40_2701e5e8c2,7,8,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a0p5__seed40__warm__Membrane_dataset_7__llm_e_m7_seed40_2701e5e8c2.csv
Membrane_dataset,RFR,0.5,41,warm,Membrane_dataset_10__llm__m10_seed41_737721a6af,10,23,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a0p5__seed41__warm__Membrane_dataset_10__llm__m10_seed41_737721a6af.csv
Membrane_dataset,RFR,0.5,41,warm,Membrane_dataset_6__llm_e_m6_seed41_397fb0eca8,6,23,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a0p5__seed41__warm__Membrane_dataset_6__llm_e_m6_seed41_397fb0eca8.csv
Membrane_dataset,RFR,0.5,42,warm,Membrane_dataset_10__llm__m10_seed42_4fc32e6ac6,10,34,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a0p5__seed42__warm__Membrane_dataset_10__llm__m10_seed42_4fc32e6ac6.csv
Membrane_dataset,RFR,0.5,42,warm,Membrane_dataset_11__llm__m11_seed42_6d4c6a0c8e,11,23,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a0p5__seed42__warm__Membrane_dataset_11__llm__m11_seed42_6d4c6a0c8e.csv
Membrane_dataset,RFR,0.5,42,warm,Membrane_dataset_11__llm__m11_seed42_df1702ab23,11,23,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a0p5__seed42__warm__Membrane_dataset_11__llm__m11_seed42_df1702ab23.csv
Membrane_dataset,RFR,0.5,42,warm,Membrane_dataset_15__llm__m15_seed42_bbcf5467ba,13,9,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a0p5__seed42__warm__Membrane_dataset_15__llm__m15_seed42_bbcf5467ba.csv
Membrane_dataset,RFR,0.5,42,warm,Membrane_dataset_16__llm__m16_seed42_e115f41c5c,16,22,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a0p5__seed42__warm__Membrane_dataset_16__llm__m16_seed42_e115f41c5c.csv
Membrane_dataset,RFR,0.5,42,warm,Membrane_dataset_17__llm__m17_seed42_4af24c6ba8,15,10,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a0p5__seed42__warm__Membrane_dataset_17__llm__m17_seed42_4af24c6ba8.csv
Membrane_dataset,RFR,0.5,42,warm,Membrane_dataset_17__llm__m17_seed42_9c8b57fcf3,17,13,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a0p5__seed42__warm__Membrane_dataset_17__llm__m17_seed42_9c8b57fcf3.csv
Membrane_dataset,RFR,0.5,42,warm,Membrane_dataset_27__llm__m27_seed42_850e6aa30d,24,14,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a0p5__seed42__warm__Membrane_dataset_27__llm__m27_seed42_850e6aa30d.csv
Membrane_dataset,RFR,0.5,42,warm,Membrane_dataset_30__llm__m30_seed42_51e38d5e17,27,22,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a0p5__seed42__warm__Membrane_dataset_30__llm__m30_seed42_51e38d5e17.csv
Membrane_dataset,RFR,0.5,42,warm,Membrane_dataset_32__llm__m32_seed42_34cbfba114,30,17,True,277.3861208337041,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a0p5__seed42__warm__Membrane_dataset_32__llm__m32_seed42_34cbfba114.csv
Membrane_dataset,RFR,0.5,42,warm,Membrane_dataset_33__llm__m33_seed42_5e04de632d,30,22,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a0p5__seed42__warm__Membrane_dataset_33__llm__m33_seed42_5e04de632d.csv
Membrane_dataset,RFR,0.5,42,warm,Membrane_dataset_9__llm_e_m9_seed42_8c0b605eef,9,22,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a0p5__seed42__warm__Membrane_dataset_9__llm_e_m9_seed42_8c0b605eef.csv
Membrane_dataset,RFR,1.0,38,warm,Membrane_dataset_15__llm__m15_seed38_50530cedd4,15,27,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a1__seed38__warm__Membrane_dataset_15__llm__m15_seed38_50530cedd4.csv
Membrane_dataset,RFR,1.0,38,warm,Membrane_dataset_5__llm_e_m5_seed38_d36ca7d6d8,5,32,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a1__seed38__warm__Membrane_dataset_5__llm_e_m5_seed38_d36ca7d6d8.csv
Membrane_dataset,RFR,1.0,39,warm,Membrane_dataset_11__llm__m11_seed39_46b99d51f7,11,35,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a1__seed39__warm__Membrane_dataset_11__llm__m11_seed39_46b99d51f7.csv
Membrane_dataset,RFR,1.0,39,warm,Membrane_dataset_13__llm__m13_seed39_e892e58e8a,13,28,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a1__seed39__warm__Membrane_dataset_13__llm__m13_seed39_e892e58e8a.csv
Membrane_dataset,RFR,1.0,40,warm,Membrane_dataset_6__llm_e_m6_seed40_021219efc4,6,37,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a1__seed40__warm__Membrane_dataset_6__llm_e_m6_seed40_021219efc4.csv
Membrane_dataset,RFR,1.0,40,warm,Membrane_dataset_7__llm_e_m7_seed40_2701e5e8c2,7,39,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a1__seed40__warm__Membrane_dataset_7__llm_e_m7_seed40_2701e5e8c2.csv
Membrane_dataset,RFR,1.0,41,warm,Membrane_dataset_10__llm__m10_seed41_737721a6af,10,31,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a1__seed41__warm__Membrane_dataset_10__llm__m10_seed41_737721a6af.csv
Membrane_dataset,RFR,1.0,41,warm,Membrane_dataset_6__llm_e_m6_seed41_397fb0eca8,6,34,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a1__seed41__warm__Membrane_dataset_6__llm_e_m6_seed41_397fb0eca8.csv
Membrane_dataset,RFR,1.0,42,warm,Membrane_dataset_10__llm__m10_seed42_4fc32e6ac6,10,31,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a1__seed42__warm__Membrane_dataset_10__llm__m10_seed42_4fc32e6ac6.csv
Membrane_dataset,RFR,1.0,42,warm,Membrane_dataset_11__llm__m11_seed42_6d4c6a0c8e,11,30,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a1__seed42__warm__Membrane_dataset_11__llm__m11_seed42_6d4c6a0c8e.csv
Membrane_dataset,RFR,1.0,42,warm,Membrane_dataset_11__llm__m11_seed42_df1702ab23,11,40,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a1__seed42__warm__Membrane_dataset_11__llm__m11_seed42_df1702ab23.csv
Membrane_dataset,RFR,1.0,42,warm,Membrane_dataset_15__llm__m15_seed42_bbcf5467ba,13,12,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a1__seed42__warm__Membrane_dataset_15__llm__m15_seed42_bbcf5467ba.csv
Membrane_dataset,RFR,1.0,42,warm,Membrane_dataset_16__llm__m16_seed42_e115f41c5c,16,28,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a1__seed42__warm__Membrane_dataset_16__llm__m16_seed42_e115f41c5c.csv
Membrane_dataset,RFR,1.0,42,warm,Membrane_dataset_17__llm__m17_seed42_4af24c6ba8,15,26,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a1__seed42__warm__Membrane_dataset_17__llm__m17_seed42_4af24c6ba8.csv
Membrane_dataset,RFR,1.0,42,warm,Membrane_dataset_17__llm__m17_seed42_9c8b57fcf3,17,33,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a1__seed42__warm__Membrane_dataset_17__llm__m17_seed42_9c8b57fcf3.csv
Membrane_dataset,RFR,1.0,42,warm,Membrane_dataset_27__llm__m27_seed42_850e6aa30d,24,22,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a1__seed42__warm__Membrane_dataset_27__llm__m27_seed42_850e6aa30d.csv
Membrane_dataset,RFR,1.0,42,warm,Membrane_dataset_30__llm__m30_seed42_51e38d5e17,27,22,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a1__seed42__warm__Membrane_dataset_30__llm__m30_seed42_51e38d5e17.csv
Membrane_dataset,RFR,1.0,42,warm,Membrane_dataset_32__llm__m32_seed42_34cbfba114,30,25,True,277.3861208337041,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a1__seed42__warm__Membrane_dataset_32__llm__m32_seed42_34cbfba114.csv
Membrane_dataset,RFR,1.0,42,warm,Membrane_dataset_33__llm__m33_seed42_5e04de632d,30,26,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a1__seed42__warm__Membrane_dataset_33__llm__m33_seed42_5e04de632d.csv
Membrane_dataset,RFR,1.0,42,warm,Membrane_dataset_9__llm_e_m9_seed42_8c0b605eef,9,31,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\RFR__Membrane_dataset__a1__seed42__warm__Membrane_dataset_9__llm_e_m9_seed42_8c0b605eef.csv
Membrane_dataset,XGB,0.1,38,warm,Membrane_dataset_15__llm__m15_seed38_50530cedd4,15,8,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\XGB__Membrane_dataset__a0p1__seed38__warm__Membrane_dataset_15__llm__m15_seed38_50530cedd4.csv
Membrane_dataset,XGB,0.1,38,warm,Membrane_dataset_5__llm_e_m5_seed38_d36ca7d6d8,5,19,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\XGB__Membrane_dataset__a0p1__seed38__warm__Membrane_dataset_5__llm_e_m5_seed38_d36ca7d6d8.csv
Membrane_dataset,XGB,0.1,39,warm,Membrane_dataset_11__llm__m11_seed39_46b99d51f7,11,16,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\XGB__Membrane_dataset__a0p1__seed39__warm__Membrane_dataset_11__llm__m11_seed39_46b99d51f7.csv
Membrane_dataset,XGB,0.1,39,warm,Membrane_dataset_13__llm__m13_seed39_e892e58e8a,13,13,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\XGB__Membrane_dataset__a0p1__seed39__warm__Membrane_dataset_13__llm__m13_seed39_e892e58e8a.csv
Membrane_dataset,XGB,0.1,40,warm,Membrane_dataset_6__llm_e_m6_seed40_021219efc4,6,13,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\XGB__Membrane_dataset__a0p1__seed40__warm__Membrane_dataset_6__llm_e_m6_seed40_021219efc4.csv
Membrane_dataset,XGB,0.1,40,warm,Membrane_dataset_7__llm_e_m7_seed40_2701e5e8c2,7,14,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\XGB__Membrane_dataset__a0p1__seed40__warm__Membrane_dataset_7__llm_e_m7_seed40_2701e5e8c2.csv
Membrane_dataset,XGB,0.1,41,warm,Membrane_dataset_10__llm__m10_seed41_737721a6af,10,8,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\XGB__Membrane_dataset__a0p1__seed41__warm__Membrane_dataset_10__llm__m10_seed41_737721a6af.csv
Membrane_dataset,XGB,0.1,41,warm,Membrane_dataset_6__llm_e_m6_seed41_397fb0eca8,6,25,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\XGB__Membrane_dataset__a0p1__seed41__warm__Membrane_dataset_6__llm_e_m6_seed41_397fb0eca8.csv
Membrane_dataset,XGB,0.1,42,warm,Membrane_dataset_10__llm__m10_seed42_4fc32e6ac6,10,9,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\XGB__Membrane_dataset__a0p1__seed42__warm__Membrane_dataset_10__llm__m10_seed42_4fc32e6ac6.csv
Membrane_dataset,XGB,0.1,42,warm,Membrane_dataset_11__llm__m11_seed42_6d4c6a0c8e,11,12,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\XGB__Membrane_dataset__a0p1__seed42__warm__Membrane_dataset_11__llm__m11_seed42_6d4c6a0c8e.csv
Membrane_dataset,XGB,0.1,42,warm,Membrane_dataset_11__llm__m11_seed42_df1702ab23,11,13,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\XGB__Membrane_dataset__a0p1__seed42__warm__Membrane_dataset_11__llm__m11_seed42_df1702ab23.csv
Membrane_dataset,XGB,0.1,42,warm,Membrane_dataset_15__llm__m15_seed42_bbcf5467ba,13,6,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\XGB__Membrane_dataset__a0p1__seed42__warm__Membrane_dataset_15__llm__m15_seed42_bbcf5467ba.csv
Membrane_dataset,XGB,0.1,42,warm,Membrane_dataset_16__llm__m16_seed42_e115f41c5c,16,14,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\XGB__Membrane_dataset__a0p1__seed42__warm__Membrane_dataset_16__llm__m16_seed42_e115f41c5c.csv
Membrane_dataset,XGB,0.1,42,warm,Membrane_dataset_17__llm__m17_seed42_4af24c6ba8,15,3,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\XGB__Membrane_dataset__a0p1__seed42__warm__Membrane_dataset_17__llm__m17_seed42_4af24c6ba8.csv
Membrane_dataset,XGB,0.1,42,warm,Membrane_dataset_17__llm__m17_seed42_9c8b57fcf3,17,13,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\XGB__Membrane_dataset__a0p1__seed42__warm__Membrane_dataset_17__llm__m17_seed42_9c8b57fcf3.csv
Membrane_dataset,XGB,0.1,42,warm,Membrane_dataset_27__llm__m27_seed42_850e6aa30d,24,5,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\XGB__Membrane_dataset__a0p1__seed42__warm__Membrane_dataset_27__llm__m27_seed42_850e6aa30d.csv
Membrane_dataset,XGB,0.1,42,warm,Membrane_dataset_30__llm__m30_seed42_51e38d5e17,27,13,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\XGB__Membrane_dataset__a0p1__seed42__warm__Membrane_dataset_30__llm__m30_seed42_51e38d5e17.csv
Membrane_dataset,XGB,0.1,42,warm,Membrane_dataset_32__llm__m32_seed42_34cbfba114,30,14,True,277.3861208337041,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\XGB__Membrane_dataset__a0p1__seed42__warm__Membrane_dataset_32__llm__m32_seed42_34cbfba114.csv
Membrane_dataset,XGB,0.1,42,warm,Membrane_dataset_33__llm__m33_seed42_5e04de632d,30,14,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\XGB__Membrane_dataset__a0p1__seed42__warm__Membrane_dataset_33__llm__m33_seed42_5e04de632d.csv
Membrane_dataset,XGB,0.1,42,warm,Membrane_dataset_9__llm_e_m9_seed42_8c0b605eef,9,13,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\XGB__Membrane_dataset__a0p1__seed42__warm__Membrane_dataset_9__llm_e_m9_seed42_8c0b605eef.csv
Membrane_dataset,XGB,0.5,38,warm,Membrane_dataset_15__llm__m15_seed38_50530cedd4,15,8,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\XGB__Membrane_dataset__a0p5__seed38__warm__Membrane_dataset_15__llm__m15_seed38_50530cedd4.csv
Membrane_dataset,XGB,0.5,38,warm,Membrane_dataset_5__llm_e_m5_seed38_d36ca7d6d8,5,11,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\XGB__Membrane_dataset__a0p5__seed38__warm__Membrane_dataset_5__llm_e_m5_seed38_d36ca7d6d8.csv
Membrane_dataset,XGB,0.5,39,warm,Membrane_dataset_11__llm__m11_seed39_46b99d51f7,11,16,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\XGB__Membrane_dataset__a0p5__seed39__warm__Membrane_dataset_11__llm__m11_seed39_46b99d51f7.csv
Membrane_dataset,XGB,0.5,39,warm,Membrane_dataset_13__llm__m13_seed39_e892e58e8a,13,13,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\XGB__Membrane_dataset__a0p5__seed39__warm__Membrane_dataset_13__llm__m13_seed39_e892e58e8a.csv
Membrane_dataset,XGB,0.5,40,warm,Membrane_dataset_6__llm_e_m6_seed40_021219efc4,6,13,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\XGB__Membrane_dataset__a0p5__seed40__warm__Membrane_dataset_6__llm_e_m6_seed40_021219efc4.csv
Membrane_dataset,XGB,0.5,40,warm,Membrane_dataset_7__llm_e_m7_seed40_2701e5e8c2,7,16,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\XGB__Membrane_dataset__a0p5__seed40__warm__Membrane_dataset_7__llm_e_m7_seed40_2701e5e8c2.csv
Membrane_dataset,XGB,0.5,41,warm,Membrane_dataset_10__llm__m10_seed41_737721a6af,10,8,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\XGB__Membrane_dataset__a0p5__seed41__warm__Membrane_dataset_10__llm__m10_seed41_737721a6af.csv
Membrane_dataset,XGB,0.5,41,warm,Membrane_dataset_6__llm_e_m6_seed41_397fb0eca8,6,26,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\XGB__Membrane_dataset__a0p5__seed41__warm__Membrane_dataset_6__llm_e_m6_seed41_397fb0eca8.csv
Membrane_dataset,XGB,0.5,42,warm,Membrane_dataset_10__llm__m10_seed42_4fc32e6ac6,10,16,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\XGB__Membrane_dataset__a0p5__seed42__warm__Membrane_dataset_10__llm__m10_seed42_4fc32e6ac6.csv
Membrane_dataset,XGB,0.5,42,warm,Membrane_dataset_11__llm__m11_seed42_6d4c6a0c8e,11,7,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\XGB__Membrane_dataset__a0p5__seed42__warm__Membrane_dataset_11__llm__m11_seed42_6d4c6a0c8e.csv
Membrane_dataset,XGB,0.5,42,warm,Membrane_dataset_11__llm__m11_seed42_df1702ab23,11,12,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\XGB__Membrane_dataset__a0p5__seed42__warm__Membrane_dataset_11__llm__m11_seed42_df1702ab23.csv
Membrane_dataset,XGB,0.5,42,warm,Membrane_dataset_15__llm__m15_seed42_bbcf5467ba,13,6,True,296.35081017123304,296.35081017123304,al_trajectory_data_all\Membrane_dataset\ML_warmstart_from_LLMsubsets\XGB__Membrane_dataset__a0p5__seed42__warm__Membrane_dataset_15__llm__m15_seed42_bbcf5467ba.csv
